ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.0990904226859283,0.5396174020364085,0.45449802218069746,0.997079185747517,0.15894267078613114,0.07902861157115881,-0.4358971382813506,-1.2632323676852681,0.06101766562642519
